Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,RiskScore,RiskCategory_Low,RiskCategory_Medium,Department,RiskCategory
29,0,442,2,2,1,388,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0721276350065408,True,False,Sales,Low
55,0,147,20,2,1,389,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,0.2252704958861118,True,False,Research & Development,Low
26,0,496,11,2,1,390,1,60,3,2,1,4741,22722,1,13,3,3,80,1,5,3,3,5,3,3,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.5566997123412757,False,True,Research & Development,Medium
37,0,1372,1,3,1,391,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.004136716610172,True,False,Research & Development,Low
44,1,920,24,3,1,392,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5785960716631057,False,True,Research & Development,Medium
38,0,688,23,4,1,393,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0185138115130547,True,False,Research & Development,Low
26,1,1449,16,4,1,394,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5922721259252556,False,True,Research & Development,Medium
28,0,1117,8,2,1,395,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,3,5,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0090850698694722,True,False,Research & Development,Low
49,0,636,10,4,1,396,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,0.2172181476890868,True,False,Research & Development,Low
36,0,506,3,3,1,397,3,30,3,2,2,4485,26285,4,12,3,4,80,0,10,2,3,8,0,7,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.4931084418544392,False,True,Research & Development,Medium
31,0,444,5,3,1,399,4,84,3,1,2,2789,3909,1,11,3,3,80,1,2,5,2,2,2,2,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.128296407732758,True,False,Sales,Low
26,1,950,4,4,1,401,4,48,2,2,4,5828,8450,1,12,3,2,80,0,8,0,3,8,7,7,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.6287881711426683,False,True,Sales,Medium
37,0,889,9,3,1,403,2,53,3,1,4,2326,11411,1,12,3,3,80,3,4,3,2,4,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.2671229137026671,True,False,Research & Development,Low
42,0,555,26,3,1,404,3,77,3,4,2,13525,14864,5,14,3,4,80,1,23,2,4,20,4,4,8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2398713054123756,True,False,Sales,Low
18,1,230,3,3,1,405,3,54,3,1,3,1420,25233,1,13,3,3,80,0,0,2,3,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.3141292280160387,False,True,Research & Development,Medium
35,0,1232,16,3,1,406,3,96,3,3,2,8020,5100,0,15,3,3,80,2,12,3,2,11,9,6,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0232070682115912,True,False,Sales,Low
36,0,566,18,4,1,407,3,81,4,1,4,3688,7122,4,18,3,4,80,2,4,2,3,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.1310392853891878,True,False,Research & Development,Low
51,0,1302,2,3,1,408,4,84,1,2,2,5482,16321,5,18,3,4,80,1,13,3,3,4,1,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0139216540429936,True,False,Research & Development,Low
41,0,334,2,4,1,410,4,88,3,4,2,16015,15896,1,19,3,2,80,0,22,2,3,22,10,0,4,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0234179793928507,True,False,Sales,Low
18,0,812,10,3,1,411,4,69,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4259644585133776,False,True,Sales,Medium
28,0,1476,16,2,1,412,2,68,4,2,1,5661,4824,0,19,3,3,80,0,9,2,3,8,3,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0210315897384193,True,False,Research & Development,Low
31,0,218,7,3,1,416,2,100,4,2,4,6929,12241,4,11,3,2,80,1,10,3,2,8,7,7,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0.1327692525089733,True,False,Sales,Low
39,0,1132,1,3,1,417,3,48,4,3,4,9613,10942,0,17,3,1,80,3,19,5,2,18,10,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0003265376401085,True,False,Research & Development,Low
36,0,1105,24,4,1,419,2,47,3,2,2,5674,6927,7,15,3,3,80,1,11,3,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0252797380740369,True,False,Research & Development,Low
32,0,906,7,3,1,420,4,91,2,2,3,5484,16985,1,14,3,3,80,1,13,3,2,13,8,4,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0219038325877138,True,False,Sales,Low
38,0,849,25,2,1,421,1,81,2,3,2,12061,26707,3,17,3,3,80,1,19,2,3,10,8,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0082616221592318,True,False,Research & Development,Low
58,0,390,1,4,1,422,4,32,1,2,3,5660,17056,2,13,3,4,80,1,12,2,3,5,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0097116999267238,True,False,Research & Development,Low
31,0,691,5,4,1,423,3,86,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,0.1693649827149089,True,False,Research & Development,Low
31,0,106,2,3,1,424,1,62,2,2,1,6410,17822,3,12,3,4,80,0,9,1,3,2,2,1,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.5625708421063204,False,True,Other,Medium
45,0,1249,7,3,1,425,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.2731872679237099,True,False,Research & Development,Low
31,0,192,2,4,1,426,3,32,3,1,4,2695,7747,0,18,3,2,80,1,3,2,1,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.136104409491558,True,False,Research & Development,Low
33,0,553,5,4,1,428,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,2,3,10,6,8,8,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0456378126222577,True,False,Research & Development,Low
39,0,117,10,1,1,429,3,99,3,4,1,17068,5355,1,14,3,4,80,0,21,3,3,21,9,11,10,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.2026181124326389,True,False,Research & Development,Low
43,0,185,10,4,1,430,3,33,3,1,4,2455,10675,0,19,3,1,80,0,9,5,3,8,7,1,7,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0329282958568001,True,False,Research & Development,Low
49,0,1091,1,2,1,431,3,90,2,4,3,13964,17810,7,12,3,4,80,0,25,2,3,7,1,0,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.195887561931464,True,False,Research & Development,Low
52,1,723,8,4,1,433,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,3,2,8,2,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.1308147495282718,True,False,Research & Development,Low
27,0,1220,5,3,1,434,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.4878137938301188,False,True,Research & Development,Medium
32,0,588,8,2,1,436,3,65,2,2,2,5228,24624,1,11,3,4,80,0,13,2,3,13,12,11,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.494817640610657,False,True,Sales,Medium
27,0,1377,2,3,1,437,4,74,3,2,3,4478,5242,1,11,3,1,80,0,5,3,3,5,4,0,4,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.2253390153708152,True,False,Sales,Low
31,0,691,7,3,1,438,4,73,3,2,4,7547,7143,4,12,3,4,80,3,13,3,3,7,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0026518453436562,True,False,Sales,Low
32,0,1018,2,4,1,439,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,0,2,7,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0383980065838329,True,False,Research & Development,Low
28,1,1157,2,4,1,440,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,4,2,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.6813176461035149,False,True,Research & Development,Medium
30,0,1275,28,2,1,441,4,64,3,2,4,5775,11934,1,13,3,4,80,2,11,2,3,10,8,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0018692811209491,True,False,Research & Development,Low
31,0,798,7,2,1,442,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,2,3,10,9,8,9,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0193945117706385,True,False,Research & Development,Low
39,0,672,7,2,1,444,3,54,2,5,4,19272,21141,1,15,3,1,80,1,21,2,3,21,9,13,3,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.1414091712640297,True,False,Research & Development,Low
39,1,1162,3,2,1,445,4,41,3,2,3,5238,17778,4,18,3,1,80,0,12,3,2,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.1859586769336296,True,False,Sales,Low
33,0,508,10,3,1,446,2,46,2,2,4,4682,4317,3,14,3,3,80,0,9,6,2,7,7,0,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.21668895205597,True,False,Sales,Low
47,0,1482,5,5,1,447,4,42,3,5,3,18300,16375,4,11,3,2,80,1,21,2,3,3,2,1,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0011395971421125,True,False,Research & Development,Low
43,0,559,10,4,1,448,3,82,2,2,3,5257,6227,1,11,3,2,80,1,9,3,4,9,7,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0406399638496548,True,False,Research & Development,Low
27,0,210,1,1,1,449,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.1224223781865491,True,False,Sales,Low
54,0,928,20,4,1,450,4,31,3,2,3,4869,16885,3,12,3,4,80,0,20,4,2,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0237609167890376,True,False,Research & Development,Low
43,0,1001,7,3,1,451,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,1,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.062243942300616,True,False,Research & Development,Low
45,0,549,8,4,1,452,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,3,10,9,9,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0244158503239997,True,False,Research & Development,Low
40,0,1124,1,2,1,453,2,57,1,2,4,7457,13273,2,22,4,3,80,3,6,2,2,4,3,0,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.2392973338342254,True,False,Sales,Low
29,1,318,8,4,1,454,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,0.6147713270941864,False,True,Research & Development,Medium
29,0,738,9,5,1,455,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0.2792956905443033,True,False,Research & Development,Low
30,0,570,5,3,1,456,4,30,2,2,3,6118,5431,1,13,3,3,80,3,10,2,3,10,9,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0055983494522052,True,False,Sales,Low
27,0,1130,8,4,1,458,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0176362757242833,True,False,Sales,Low
37,0,1192,5,2,1,460,4,61,3,2,4,6347,23177,7,16,3,3,80,2,8,2,2,6,2,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0098252083552809,True,False,Research & Development,Low
38,0,343,15,2,1,461,3,92,2,3,4,11510,15682,0,14,3,2,80,1,12,3,3,11,10,2,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0032448796498683,True,False,Research & Development,Low
31,0,1232,7,4,1,462,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,2,11,9,4,10,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.0630612518383336,True,False,Research & Development,Low
29,0,144,10,1,1,463,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.1029949499989371,True,False,Sales,Low
35,0,1296,5,4,1,464,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0.013155977609801,True,False,Research & Development,Low
23,0,1309,26,1,1,465,3,83,3,1,4,2904,16092,1,12,3,3,80,2,4,2,2,4,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0246636616415732,True,False,Research & Development,Low
41,0,483,6,3,1,466,4,95,2,2,2,6032,10110,6,15,3,4,80,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,0.4302461570041566,False,True,Research & Development,Medium
47,0,1309,4,1,1,467,2,99,3,2,3,2976,25751,3,19,3,1,80,0,5,3,3,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.5112462410565889,False,True,Sales,Medium
42,0,810,23,5,1,468,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0133007337695,True,False,Research & Development,Low
29,0,746,2,3,1,469,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0108204046922115,True,False,Sales,Low
42,0,544,2,1,1,470,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,0.2694879139560248,True,False,Other,Low
32,0,1062,2,3,1,471,3,75,3,1,2,2370,3956,1,13,3,3,80,1,8,4,3,8,0,0,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0256953919134523,True,False,Research & Development,Low
48,0,530,29,1,1,473,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0681738858266044,True,False,Sales,Low
37,0,1319,6,3,1,474,3,51,4,2,1,5974,17001,4,13,3,1,80,2,13,2,3,7,7,6,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.1064536214206154,True,False,Research & Development,Low
30,0,641,25,2,1,475,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.4540119719951035,False,True,Sales,Medium
26,0,933,1,3,1,476,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0231234441447584,True,False,Sales,Low
42,0,1332,2,4,1,477,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.022170974295802,True,False,Research & Development,Low
21,1,756,1,1,1,478,1,99,2,1,2,2174,9150,1,11,3,3,80,0,3,3,3,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,0.9814517637799232,False,False,Sales,High
36,0,845,1,5,1,479,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,6,3,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0121774077473115,True,False,Sales,Low
36,0,541,3,4,1,481,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0465082351114444,True,False,Sales,Low
57,0,593,1,4,1,482,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,2,3,3,2,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0020054238915957,True,False,Research & Development,Low
40,0,1171,10,4,1,483,4,46,4,1,3,2213,22495,3,13,3,3,80,1,10,3,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.0398032343866323,True,False,Research & Development,Low
21,0,895,9,2,1,484,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,3,2,3,2,2,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.2026364885964393,True,False,Sales,Low
33,1,350,5,3,1,485,4,34,3,1,3,2851,9150,1,13,3,2,80,0,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.7328758612037832,False,False,Sales,High
37,0,921,10,3,1,486,3,98,3,1,1,3452,17663,6,20,4,2,80,1,17,3,3,5,4,0,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0681300013597158,True,False,Research & Development,Low
46,0,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0025379919199126,True,False,Research & Development,Low
41,1,143,4,3,1,488,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.3004911913306877,False,True,Sales,Medium
50,0,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,0.0254743056902026,True,False,Research & Development,Low
40,1,575,22,2,1,492,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.4078985801489759,False,True,Sales,Medium
31,0,408,9,4,1,493,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.4305153049254199,False,True,Research & Development,Medium
21,1,156,12,3,1,494,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4537003893886897,False,True,Sales,Medium
29,0,1283,23,3,1,495,4,54,3,1,4,2201,18168,9,16,3,4,80,0,6,4,3,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.1361974110718301,True,False,Research & Development,Low
35,0,755,9,4,1,496,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,5,3,1,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.146203708601369,True,False,Research & Development,Low
27,0,1469,1,2,1,497,4,82,3,1,2,3816,17881,1,11,3,2,80,1,5,2,3,5,2,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0315003677678445,True,False,Research & Development,Low
28,0,304,9,4,1,498,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0552850288581049,True,False,Sales,Low
49,0,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0446111786091734,True,False,Research & Development,Low
51,0,1178,14,2,1,500,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0035095997524237,True,False,Sales,Low
36,0,329,2,3,1,501,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0137686020801953,True,False,Research & Development,Low
34,1,1362,19,3,1,502,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.6455457143705634,False,True,Sales,Medium
55,0,1311,2,3,1,505,3,97,3,4,4,16659,23258,2,13,3,3,80,0,30,2,3,5,4,1,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0137755079949228,True,False,Research & Development,Low
24,0,1371,10,4,1,507,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0622333056317092,True,False,Sales,Low
30,0,202,2,1,1,508,3,72,3,1,2,2476,17434,1,18,3,1,80,1,1,3,3,1,0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,0.4157742923044863,False,True,Sales,Medium
26,1,575,3,1,1,510,3,73,3,1,1,3102,6582,0,22,4,3,80,0,7,2,3,6,4,0,4,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.2353531655209698,True,False,Research & Development,Low
22,0,253,11,3,1,511,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0972265544485395,True,False,Research & Development,Low
36,0,164,2,2,1,513,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,2,3,10,9,9,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1048691855003258,True,False,Sales,Low
30,1,464,4,3,1,514,3,40,3,1,4,2285,3427,9,23,4,3,80,0,3,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,0.8972010076002537,False,False,Research & Development,High
37,0,1107,14,3,1,515,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0581438507862609,True,False,Research & Development,Low
40,0,759,2,2,1,516,4,46,3,2,2,5715,22553,7,12,3,3,80,2,8,5,3,5,4,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0139508832575366,True,False,Sales,Low
42,0,201,1,4,1,517,2,95,3,1,1,2576,20490,3,16,3,2,80,1,8,5,3,5,2,1,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0713225310588864,True,False,Research & Development,Low
37,0,1305,10,4,1,518,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,0.2877956769350217,True,False,Research & Development,Low
43,0,982,12,3,1,520,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,3,25,10,3,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0028036486120584,True,False,Research & Development,Low
40,0,555,2,3,1,521,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.068479640166501,True,False,Research & Development,Low
54,0,821,5,2,1,522,1,86,3,5,1,19406,8509,4,11,3,3,80,1,24,4,2,4,2,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0049034669615026,True,False,Research & Development,Low
34,0,1381,4,4,1,523,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,3,2,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0441117690831191,True,False,Sales,Low
